timestamp,turbine_id,power_kw,wind_speed_mps,wind_dir_deg,nacelle_dir_deg,temp_c,status_code
2024-01-01 08:40:00,T01,50.439,4.517,119.384,118.956,18.421,100
2024-01-01 08:50:00,T01,55.194,4.549,294.998,294.571,16.632,100
2024-01-01 09:00:00,T01,141.857,5.159,201.903,201.475,17.06,100
2024-01-01 09:10:00,T01,137.96,5.128,282.564,282.136,16.711,100
2024-01-01 09:20:00,T01,141.761,5.159,185.947,185.519,16.843,100
2024-01-01 09:30:00,T01,149.121,5.195,290.328,289.901,17.872,100
2024-01-01 09:40:00,T01,177.033,5.307,189.59,189.163,15.923,100
2024-01-01 09:50:00,T01,175.776,5.303,145.31,144.882,14.989,100
2024-01-01 10:00:00,T01,156.67,5.25,70.509,70.081,17.712,100
2024-01-01 10:10:00,T01,173.683,5.307,188.023,187.595,16.733,100
2024-01-01 10:20:00,T01,201.183,5.436,190.789,190.362,14.854,100
2024-01-01 10:30:00,T01,187.026,5.367,227.251,226.823,19.117,100
2024-01-01 10:40:00,T01,191.496,5.396,20.765,20.338,15.295,100
2024-01-01 10:50:00,T01,209.624,5.46,37.119,36.691,14.369,100
2024-01-01 11:00:00,T01,324.701,5.903,311.702,311.274,18.597,100
2024-01-01 11:10:00,T01,320.031,5.879,143.855,143.428,16.323,100
2024-01-01 11:20:00,T01,360.564,6.036,143.744,143.317,17.569,100
2024-01-01 11:30:00,T01,437.584,6.17,157.043,156.616,16.845,100
2024-01-01 11:40:00,T01,438.011,6.179,143.674,143.246,16.687,100
2024-01-01 11:50:00,T01,430.658,6.202,189.515,189.087,19.967,100
2024-01-01 12:00:00,T01,472.609,6.266,161.811,161.384,19.897,100
2024-01-01 12:10:00,T01,482.696,6.363,136.373,135.946,17.847,100
2024-01-01 12:20:00,T01,481.395,6.357,233.163,232.736,18.383,100
2024-01-01 12:30:00,T01,554.125,6.491,201.493,201.066,16.562,100
2024-01-01 12:40:00,T01,484.843,6.372,156.077,155.649,17.471,100
2024-01-01 12:50:00,T01,562.649,6.516,231.118,230.691,18.205,100
2024-01-01 13:00:00,T01,525.697,6.488,213.546,213.119,19.614,100
2024-01-01 13:10:00,T01,516.588,6.392,81.049,80.621,19.435,100
2024-01-01 13:20:00,T01,567.662,6.572,168.014,167.586,19.169,100
2024-01-01 13:30:00,T01,572.4,6.525,211.886,211.459,20.826,100
2024-01-01 13:40:00,T01,567.931,6.509,202.975,202.547,19.254,100
2024-01-01 13:50:00,T01,517.353,6.432,186.057,185.63,19.88,100
2024-01-01 14:00:00,T01,742.002,6.963,53.911,53.484,18.601,100
2024-01-01 14:10:00,T01,801.467,7.046,191.341,190.914,21.091,100
2024-01-01 14:20:00,T01,784.934,7.075,185.788,185.361,21.534,100
2024-01-01 14:30:00,T01,775.763,7.002,122.905,122.478,20.89,100
2024-01-01 14:40:00,T01,768.082,7.003,146.307,145.88,22.242,100
2024-01-01 14:50:00,T01,830.29,7.181,198.308,197.881,22.695,100
2024-01-01 15:00:00,T01,1110.212,7.622,6.921,6.493,21.789,100
2024-01-01 15:10:00,T01,1199.515,7.886,63.187,62.76,20.482,100
2024-01-01 15:20:00,T01,1055.324,7.566,162.415,161.987,20.858,100
2024-01-01 15:30:00,T01,1162.919,7.816,45.346,44.919,19.696,100
2024-01-01 15:40:00,T01,1099.278,7.639,237.969,237.542,19.777,100
2024-01-01 15:50:00,T01,1141.358,7.8,286.184,285.756,21.574,100
2024-01-01 16:00:00,T01,1517.349,8.594,153.448,153.021,25.04,100
2024-01-01 16:10:00,T01,1528.352,8.494,139.12,138.693,21.416,100
2024-01-01 16:20:00,T01,1625.905,8.617,354.123,353.696,22.898,100
2024-01-01 16:30:00,T01,1534.746,8.605,210.784,210.357,22.976,100
2024-01-01 16:40:00,T01,1578.167,8.53,164.873,164.445,24.166,100
2024-01-01 16:50:00,T01,1489.774,8.606,213.792,213.365,21.635,100
2024-01-01 17:00:00,T01,1003.21,7.472,284.175,283.748,23.581,100
2024-01-01 17:10:00,T01,962.66,7.486,187.905,187.478,25.035,100
2024-01-01 17:20:00,T01,1068.231,7.62,67.501,67.074,23.91,100
2024-01-01 17:30:00,T01,988.713,7.502,107.501,107.074,23.267,100
2024-01-01 17:40:00,T01,973.212,7.512,197.728,197.301,22.362,100
2024-01-01 17:50:00,T01,1042.718,7.545,74.577,74.15,22.308,100
2024-01-01 18:00:00,T01,1177.981,7.833,157.45,157.023,26.177,100
2024-01-01 18:10:00,T01,1218.601,8.034,186.941,186.513,22.844,100
2024-01-01 18:20:00,T01,1231.26,7.982,281.835,281.407,23.567,100
2024-01-01 18:30:00,T01,1214.834,7.887,326.813,326.385,23.697,100
2024-01-01 18:40:00,T01,1223.371,7.956,189.163,188.735,24.422,100
2024-01-01 18:50:00,T01,1093.357,7.696,85.081,84.654,24.328,100
2024-01-01 19:00:00,T01,772.186,7.042,183.843,183.416,23.301,100
2024-01-01 19:10:00,T01,728.302,6.971,179.795,179.368,22.824,100
2024-01-01 19:20:00,T01,762.182,6.997,102.603,102.175,26.825,100
2024-01-01 19:30:00,T01,652.19,6.785,302.222,301.795,23.071,100
2024-01-01 19:40:00,T01,690.907,6.859,125.496,125.069,24.344,100
2024-01-01 19:50:00,T01,657.587,6.77,48.798,48.371,22.427,100
2024-01-01 20:00:00,T01,1118.383,7.723,144.368,143.941,26.165,100
2024-01-01 20:10:00,T01,1207.036,7.907,332.398,331.97,24.033,100
2024-01-01 20:20:00,T01,1130.09,7.778,233.041,232.614,23.977,100
2024-01-01 20:30:00,T01,1060.249,7.642,192.521,192.094,24.506,100
2024-01-01 20:40:00,T01,1081.133,7.652,97.242,96.814,23.873,100
2024-01-01 20:50:00,T01,1070.775,7.641,31.937,31.51,24.732,100
2024-01-01 21:00:00,T01,493.734,6.329,268.888,268.461,23.733,100
2024-01-01 21:10:00,T01,402.436,6.166,78.42,77.993,24.273,100
2024-01-01 21:20:00,T01,429.725,6.219,184.616,184.189,26.577,100
2024-01-01 21:30:00,T01,428.105,6.218,209.88,209.453,23.878,100
2024-01-01 21:40:00,T01,439.727,6.276,69.65,69.222,25.823,100
2024-01-01 21:50:00,T01,445.437,6.248,180.618,180.191,22.968,100
2024-01-01 22:00:00,T01,852.343,7.155,326.023,325.596,24.303,100
2024-01-01 22:10:00,T01,877.777,7.261,210.883,210.455,23.841,100
2024-01-01 22:20:00,T01,921.305,7.271,13.846,13.419,24.218,100
2024-01-01 22:30:00,T01,869.674,7.245,197.409,196.982,24.638,100
2024-01-01 22:40:00,T01,836.8,7.178,268.98,268.553,23.672,100
2024-01-01 22:50:00,T01,754.207,7.021,156.582,156.154,23.046,100
2024-01-01 23:00:00,T01,510.859,6.442,354.051,353.624,22.783,100
2024-01-01 23:10:00,T01,496.669,6.357,293.812,293.385,24.459,100
2024-01-01 23:20:00,T01,427.244,6.203,183.493,183.065,23.695,100
2024-01-01 23:30:00,T01,485.426,6.404,153.297,152.869,24.574,100
2024-01-01 23:40:00,T01,429.546,6.249,129.5,129.073,25.577,100
2024-01-01 23:50:00,T01,450.317,6.217,257.27,256.843,23.716,100
2024-01-02 00:00:00,T01,851.335,7.218,34.441,34.014,23.26,100
2024-01-02 00:10:00,T01,875.317,7.252,100.019,99.591,21.543,100
2024-01-02 00:20:00,T01,791.911,7.055,164.952,164.525,23.203,100
2024-01-02 00:30:00,T01,789.799,7.074,207.834,207.407,22.457,100
2024-01-02 00:40:00,T01,702.15,6.865,60.248,59.821,23.602,100
2024-01-02 00:50:00,T01,705.492,6.874,251.436,251.008,22.227,100
2024-01-02 01:00:00,T01,887.465,7.195,240.811,240.383,20.843,100
2024-01-02 01:10:00,T01,845.626,7.21,180.468,180.041,22.56,100
2024-01-02 01:20:00,T01,903.344,7.286,10.24,9.813,20.551,100
2024-01-02 01:30:00,T01,727.226,6.957,217.561,217.134,20.498,100
2024-01-02 01:40:00,T01,836.399,7.113,189.362,188.935,23.293,100
2024-01-02 01:50:00,T01,731.006,6.911,186.278,185.851,21.82,100
2024-01-02 02:00:00,T01,426.783,6.176,214.232,213.805,21.501,100
2024-01-02 02:10:00,T01,410.391,6.16,332.073,331.646,20.262,100
2024-01-02 02:20:00,T01,438.987,6.23,149.355,148.927,21.337,100
2024-01-02 02:30:00,T01,428.58,6.171,200.751,200.323,19.488,100
2024-01-02 02:40:00,T01,419.836,6.141,149.012,148.585,20.052,100
2024-01-02 02:50:00,T01,414.654,6.15,164.717,164.29,19.689,100
2024-01-02 03:00:00,T01,239.672,5.595,235.145,234.718,21.015,100
2024-01-02 03:10:00,T01,265.701,5.693,171.951,171.523,18.385,100
2024-01-02 03:20:00,T01,223.941,5.523,185.159,184.731,18.264,100
2024-01-02 03:30:00,T01,223.398,5.528,211.687,211.259,19.129,100
2024-01-02 03:40:00,T01,231.6,5.574,182.541,182.113,18.216,100
2024-01-02 03:50:00,T01,240.149,5.608,307.257,306.83,19.067,100
2024-01-02 04:00:00,T01,173.089,5.34,204.146,203.719,18.102,100
2024-01-02 04:10:00,T01,196.261,5.391,209.288,208.861,17.975,100
2024-01-02 04:20:00,T01,187.512,5.374,145.267,144.84,17.907,100
2024-01-02 04:30:00,T01,182.357,5.354,167.116,166.689,17.171,100
2024-01-02 04:40:00,T01,185.838,5.339,156.97,156.543,18.208,100
2024-01-02 04:50:00,T01,165.718,5.326,185.976,185.549,18.116,100
2024-01-02 05:00:00,T01,192.381,5.373,220.216,219.789,16.957,100
2024-01-02 05:10:00,T01,191.558,5.38,163.267,162.84,18.957,100
2024-01-02 05:20:00,T01,181.01,5.322,359.295,358.868,16.95,100
2024-01-02 05:30:00,T01,180.211,5.338,271.821,271.393,17.401,100
2024-01-02 05:40:00,T01,157.135,5.234,309.994,309.567,18.546,100
2024-01-02 05:50:00,T01,190.434,5.401,318.786,318.358,18.14,100
2024-01-02 06:00:00,T01,407.597,6.15,166.795,166.368,18.859,100
2024-01-02 06:10:00,T01,398.45,6.114,303.447,303.02,19.052,100
2024-01-02 06:20:00,T01,428.877,6.16,161.009,160.582,17.517,100
2024-01-02 06:30:00,T01,399.844,6.135,130.454,130.026,16.069,100
2024-01-02 06:40:00,T01,365.074,5.999,180.684,180.257,15.993,100
2024-01-02 06:50:00,T01,412.981,6.141,148.71,148.283,16.532,100
2024-01-02 07:00:00,T01,633.325,6.727,253.192,252.764,16.941,100
2024-01-02 07:10:00,T01,618.62,6.62,137.137,136.709,16.646,100
2024-01-02 07:20:00,T01,648.447,6.756,50.777,50.35,15.201,100
2024-01-02 07:30:00,T01,696.857,6.826,243.957,243.529,16.812,100
2024-01-02 07:40:00,T01,674.947,6.773,98.228,97.8,16.055,100
2024-01-02 07:50:00,T01,673.603,6.798,174.056,173.629,14.716,100
2024-01-02 08:00:00,T01,497.037,6.355,199.321,198.893,17.544,100
2024-01-02 08:10:00,T01,484.483,6.309,186.783,186.356,19.021,100
2024-01-02 08:20:00,T01,476.275,6.311,282.533,282.106,17.667,100
2024-01-02 08:30:00,T01,568.455,6.54,200.026,199.599,14.975,100
2024-01-02 08:40:00,T01,525.801,6.459,218.113,217.686,15.918,100
2024-01-02 08:50:00,T01,548.506,6.496,151.386,150.958,16.207,100
2024-01-02 09:00:00,T01,477.305,6.321,314.363,313.936,18.016,100
2024-01-02 09:10:00,T01,488.673,6.34,289.39,288.963,17.489,100
2024-01-02 09:20:00,T01,455.158,6.344,230.63,230.202,16.555,100
2024-01-02 09:30:00,T01,562.427,6.496,189.615,189.187,17.149,100
2024-01-02 09:40:00,T01,568.527,6.484,222.755,222.328,15.988,100
2024-01-02 09:50:00,T01,477.738,6.38,189.722,189.295,14.751,100
2024-01-02 10:00:00,T01,397.079,6.164,190.343,189.916,20.316,100
2024-01-02 10:10:00,T01,431.78,6.195,218.451,218.023,16.259,100
2024-01-02 10:20:00,T01,460.927,6.291,37.951,37.524,17.898,100
2024-01-02 10:30:00,T01,472.126,6.294,163.79,163.363,18.357,100
2024-01-02 10:40:00,T01,487.292,6.309,140.976,140.549,19.066,100
2024-01-02 10:50:00,T01,505.484,6.403,165.331,164.903,16.299,100
2024-01-02 11:00:00,T01,1156.547,7.732,224.592,224.165,16.954,100
2024-01-02 11:10:00,T01,1102.49,7.673,224.207,223.779,16.814,100
2024-01-02 11:20:00,T01,1103.136,7.571,232.617,232.19,15.665,100
2024-01-02 11:30:00,T01,1057.958,7.508,261.163,260.735,16.537,100
2024-01-02 11:40:00,T01,1177.37,7.74,170.108,169.681,18.876,100
2024-01-02 11:50:00,T01,1106.962,7.803,154.545,154.117,18.409,100
2024-01-02 12:00:00,T01,1317.508,8.137,144.133,143.705,19.48,100
2024-01-02 12:10:00,T01,1468.559,8.192,170.444,170.016,15.553,100
2024-01-02 12:20:00,T01,1501.008,8.404,156.936,156.509,17.156,100
2024-01-02 12:30:00,T01,1509.759,8.442,97.102,96.675,18.222,100
2024-01-02 12:40:00,T01,1433.332,8.387,63.409,62.982,19.099,100
2024-01-02 12:50:00,T01,1560.368,8.494,226.768,226.34,19.229,100
2024-01-02 13:00:00,T01,1061.723,7.619,282.455,282.028,19.808,100
2024-01-02 13:10:00,T01,1126.851,7.716,213.335,212.908,19.968,100
2024-01-02 13:20:00,T01,1144.35,7.718,121.139,120.712,19.338,100
2024-01-02 13:30:00,T01,1188.475,7.908,6.587,6.16,18.524,100
2024-01-02 13:40:00,T01,1146.621,7.759,221.258,220.831,19.081,100
2024-01-02 13:50:00,T01,1070.158,7.697,78.561,78.134,20.379,100
2024-01-02 14:00:00,T01,1335.98,8.017,163.956,163.529,20.078,100
2024-01-02 14:10:00,T01,1293.027,8.066,318.572,318.145,21.279,100
2024-01-02 14:20:00,T01,1325.299,8.17,351.84,351.412,20.483,100
2024-01-02 14:30:00,T01,1420.459,8.235,49.109,48.682,20.569,100
2024-01-02 14:40:00,T01,1342.165,8.215,220.548,220.121,21.06,100
2024-01-02 14:50:00,T01,1487.845,8.369,155.465,155.038,19.482,100
2024-01-02 15:00:00,T01,1509.961,8.441,132.428,132.001,21.874,100
2024-01-02 15:10:00,T01,1459.289,8.378,217.576,217.149,19.77,100
2024-01-02 15:20:00,T01,1530.253,8.536,277.155,276.728,22.02,100
2024-01-02 15:30:00,T01,1494.815,8.409,63.332,62.905,21.656,100
2024-01-02 15:40:00,T01,1475.859,8.499,169.402,168.975,21.323,100
2024-01-02 15:50:00,T01,1578.15,8.566,264.493,264.065,21.572,100
2024-01-02 16:00:00,T01,1285.052,8.057,204.653,204.226,24.023,100
2024-01-02 16:10:00,T01,1332.428,8.141,66.331,65.904,23.88,100
2024-01-02 16:20:00,T01,1280.921,8.114,161.337,160.91,22.923,100
2024-01-02 16:30:00,T01,1339.335,8.133,143.039,142.612,23.698,100
2024-01-02 16:40:00,T01,1376.172,8.206,167.274,166.847,22.033,100
2024-01-02 16:50:00,T01,1359.904,8.172,345.335,344.907,21.997,100
2024-01-02 17:00:00,T01,1166.003,7.808,122.714,122.287,23.115,100
2024-01-02 17:10:00,T01,1163.673,7.812,211.457,211.03,26.523,100
2024-01-02 17:20:00,T01,1246.359,7.909,46.347,45.92,22.642,100
2024-01-02 17:30:00,T01,1123.064,7.819,153.739,153.312,23.537,100
2024-01-02 17:40:00,T01,1202.696,7.799,64.708,64.281,22.796,100
2024-01-02 17:50:00,T01,1133.101,7.832,97.126,96.699,27.004,100
2024-01-02 18:00:00,T01,1256.241,7.993,11.338,10.911,22.341,100
2024-01-02 18:10:00,T01,1199.598,7.989,184.214,183.787,23.929,100
2024-01-02 18:20:00,T01,1266.127,8.082,186.618,186.19,24.685,100
2024-01-02 18:30:00,T01,1186.521,7.92,194.298,193.871,25.872,100
2024-01-02 18:40:00,T01,1232.965,8.018,244.341,243.914,22.862,100
2024-01-02 18:50:00,T01,1153.158,7.972,183.343,182.916,24.922,100
2024-01-02 19:00:00,T01,1280.729,8.074,153.191,152.763,24.802,100
2024-01-02 19:10:00,T01,1265.134,8.028,215.811,215.384,23.744,100
2024-01-02 19:20:00,T01,1164.161,7.923,34.243,33.816,24.598,100
2024-01-02 19:30:00,T01,1099.361,7.814,260.106,259.679,24.164,100
2024-01-02 19:40:00,T01,1144.027,7.811,206.748,206.32,22.511,100
2024-01-02 19:50:00,T01,1127.74,7.797,185.127,184.7,22.158,100
2024-01-02 20:00:00,T01,1009.393,7.536,172.942,172.515,24.671,100
2024-01-02 20:10:00,T01,1052.558,7.525,168.714,168.287,22.922,100
2024-01-02 20:20:00,T01,945.12,7.378,195.929,195.501,24.581,100
2024-01-02 20:30:00,T01,921.165,7.381,325.491,325.064,24.639,100
2024-01-02 20:40:00,T01,1010.055,7.57,356.964,356.536,26.611,100
2024-01-02 20:50:00,T01,935.908,7.431,202.968,202.541,26.28,100
2024-01-02 21:00:00,T01,574.261,6.595,260.461,260.034,24.965,100
2024-01-02 21:10:00,T01,617.234,6.625,262.386,261.959,23.679,100
2024-01-02 21:20:00,T01,568.386,6.578,233.853,233.426,25.604,100
2024-01-02 21:30:00,T01,579.803,6.567,129.522,129.094,24.505,100
2024-01-02 21:40:00,T01,565.228,6.592,164.939,164.512,23.997,100
2024-01-02 21:50:00,T01,564.99,6.571,135.02,134.593,25.304,100
2024-01-02 22:00:00,T01,501.531,6.353,247.994,247.567,21.906,100
2024-01-02 22:10:00,T01,462.996,6.368,144.346,143.918,25.631,100
2024-01-02 22:20:00,T01,422.294,6.224,189.317,188.889,23.284,100
2024-01-02 22:30:00,T01,397.949,6.151,162.951,162.524,23.502,100
2024-01-02 22:40:00,T01,434.509,6.178,180.486,180.059,23.774,100
2024-01-02 22:50:00,T01,389.368,6.066,104.5,104.073,23.094,100
2024-01-02 23:00:00,T01,286.1,5.755,271.73,271.303,23.408,100
2024-01-02 23:10:00,T01,276.032,5.727,186.431,186.003,23.889,100
2024-01-02 23:20:00,T01,249.807,5.648,228.998,228.571,23.062,100
2024-01-02 23:30:00,T01,238.763,5.586,195.096,194.668,23.191,100
2024-01-02 23:40:00,T01,225.569,5.558,328.98,328.553,25.15,100
2024-01-02 23:50:00,T01,224.267,5.551,260.793,260.366,24.101,100
2024-01-03 00:00:00,T01,296.768,5.815,302.562,302.135,23.023,100
2024-01-03 00:10:00,T01,283.642,5.824,329.285,328.858,22.537,100
2024-01-03 00:20:00,T01,270.5,5.744,180.036,179.609,22.293,100
2024-01-03 00:30:00,T01,260.133,5.664,206.973,206.546,20.654,100
2024-01-03 00:40:00,T01,256.051,5.725,194.372,193.945,22.756,100
2024-01-03 00:50:00,T01,245.116,5.63,283.582,283.154,24.51,100
2024-01-03 01:00:00,T01,96.992,4.883,171.07,170.643,23.382,100
2024-01-03 01:10:00,T01,87.705,4.847,9.371,8.943,21.681,100
2024-01-03 01:20:00,T01,88.606,4.85,181.105,180.677,20.814,100
2024-01-03 01:30:00,T01,83.515,4.822,137.717,137.29,21.693,100
2024-01-03 01:40:00,T01,87.796,4.834,204.25,203.823,20.367,100
2024-01-03 01:50:00,T01,85.402,4.831,73.112,72.685,21.459,100
2024-01-03 02:00:00,T01,60.563,4.607,282.552,282.125,21.804,100
2024-01-03 02:10:00,T01,54.667,4.568,31.422,30.994,21.021,100
2024-01-03 02:20:00,T01,64.889,4.657,172.091,171.664,19.185,100
2024-01-03 02:30:00,T01,42.562,4.428,148.334,147.907,19.621,100
2024-01-03 02:40:00,T01,51.245,4.507,359.978,359.551,19.637,100
2024-01-03 02:50:00,T01,44.892,4.442,183.172,182.745,21.237,100
2024-01-03 03:00:00,T01,137.719,5.174,295.356,294.929,19.633,100
2024-01-03 03:10:00,T01,137.101,5.146,322.645,322.218,19.057,100
2024-01-03 03:20:00,T01,153.653,5.187,42.115,41.688,19.957,100
2024-01-03 03:30:00,T01,130.656,5.119,157.753,157.325,20.111,100
2024-01-03 03:40:00,T01,117.775,5.018,149.164,148.737,18.526,100
2024-01-03 03:50:00,T01,133.736,5.103,252.702,252.275,19.385,100
2024-01-03 04:00:00,T01,163.902,5.278,49.277,48.85,19.469,100
2024-01-03 04:10:00,T01,152.584,5.255,114.93,114.502,19.865,100
2024-01-03 04:20:00,T01,180.322,5.319,184.566,184.139,16.933,100
2024-01-03 04:30:00,T01,184.401,5.372,269.437,269.01,20.248,100
2024-01-03 04:40:00,T01,140.996,5.125,212.953,212.525,18.251,100
2024-01-03 04:50:00,T01,167.76,5.282,27.87,27.443,17.195,100
2024-01-03 05:00:00,T01,371.865,6.031,164.901,164.474,17.422,100
2024-01-03 05:10:00,T01,354.912,5.956,216.149,215.721,17.061,100
2024-01-03 05:20:00,T01,358.914,5.966,221.947,221.52,16.274,100
2024-01-03 05:30:00,T01,356.124,5.995,76.764,76.337,21.601,100
2024-01-03 05:40:00,T01,323.061,5.856,81.831,81.404,18.276,100
2024-01-03 05:50:00,T01,360.939,5.981,234.833,234.406,17.27,100
2024-01-03 06:00:00,T01,369.115,5.98,73.942,73.515,15.577,100
2024-01-03 06:10:00,T01,380.596,6.056,157.48,157.052,17.318,100
2024-01-03 06:20:00,T01,385.293,6.05,169.132,168.704,16.483,100
2024-01-03 06:30:00,T01,389.237,6.136,148.627,148.199,17.472,100
2024-01-03 06:40:00,T01,364.972,6.034,15.497,15.07,18.746,100
2024-01-03 06:50:00,T01,416.142,6.138,177.422,176.994,16.281,100
2024-01-03 07:00:00,T01,348.649,5.915,198.729,198.301,15.57,100
2024-01-03 07:10:00,T01,320.293,5.877,155.29,154.863,17.1,100
2024-01-03 07:20:00,T01,277.424,5.756,66.214,65.787,16.938,100
2024-01-03 07:30:00,T01,307.134,5.854,76.317,75.89,17.519,100
2024-01-03 07:40:00,T01,335.383,5.905,160.551,160.124,15.958,100
2024-01-03 07:50:00,T01,374.121,6.013,31.222,30.795,16.221,100
2024-01-03 08:00:00,T01,153.496,5.229,211.454,211.027,16.045,100
2024-01-03 08:10:00,T01,157.644,5.222,210.353,209.926,16.756,100
2024-01-03 08:20:00,T01,160.368,5.268,181.435,181.008,17.381,100
2024-01-03 08:30:00,T01,185.133,5.351,226.253,225.826,16.797,100
2024-01-03 08:40:00,T01,180.265,5.336,280.72,280.293,16.316,100
2024-01-03 08:50:00,T01,193.0,5.377,217.649,217.222,17.998,100
2024-01-03 09:00:00,T01,391.47,6.099,51.533,51.106,17.35,100
2024-01-03 09:10:00,T01,426.778,6.152,119.487,119.059,16.655,100
2024-01-03 09:20:00,T01,420.494,6.14,178.61,178.183,16.353,100
2024-01-03 09:30:00,T01,402.877,6.2,221.561,221.134,18.697,100
2024-01-03 09:40:00,T01,480.576,6.309,294.347,293.92,15.358,100
2024-01-03 09:50:00,T01,391.387,6.136,183.013,182.586,17.898,100
2024-01-03 10:00:00,T01,931.11,7.272,193.401,192.974,18.0,100
2024-01-03 10:10:00,T01,858.948,7.134,172.537,172.11,16.816,100
2024-01-03 10:20:00,T01,870.307,7.2,190.619,190.191,16.932,100
2024-01-03 10:30:00,T01,979.674,7.344,182.215,181.788,15.389,100
2024-01-03 10:40:00,T01,942.982,7.342,350.933,350.506,18.476,100
2024-01-03 10:50:00,T01,995.98,7.422,190.576,190.149,16.124,100
2024-01-03 11:00:00,T01,537.59,6.473,174.506,174.078,16.094,100
2024-01-03 11:10:00,T01,550.475,6.448,182.245,181.818,17.441,100
2024-01-03 11:20:00,T01,566.624,6.474,169.685,169.258,17.321,100
2024-01-03 11:30:00,T01,651.159,6.64,219.271,218.844,16.658,100
2024-01-03 11:40:00,T01,593.317,6.623,218.894,218.467,16.203,100
2024-01-03 11:50:00,T01,612.512,6.611,283.096,282.668,16.972,100
2024-01-03 12:00:00,T01,702.368,6.838,194.172,193.744,17.662,100
2024-01-03 12:10:00,T01,790.807,7.003,180.124,179.697,17.054,100
2024-01-03 12:20:00,T01,705.167,6.852,60.076,59.649,17.713,100
